time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
200607,Academic year,National,E92000001,England,Final,Media film tv,Female,z,16,48,80,95,99,13141
200708,Academic year,National,E92000001,England,Final,Media film tv,Female,z,16,48,81,96,99,13375
200809,Academic year,National,E92000001,England,Final,Media film tv,Female,z,15,48,81,96,99,14037
200910,Academic year,National,E92000001,England,Final,Media film tv,Female,2,14,47,81,96,99,13545
201011,Academic year,National,E92000001,England,Final,Media film tv,Female,2,14,47,82,96,99,13680
201112,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,46,82,97,100,13143
201213,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,49,84,97,99,11996
201314,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,48,84,97,100,11282
201415,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,47,83,97,100,11245
201516,Academic year,National,E92000001,England,Final,Media film tv,Female,1,12,47,84,98,100,10840
201617,Academic year,National,E92000001,England,Final,Media film tv,Female,2,14,49,84,97,100,10461
201718,Academic year,National,E92000001,England,Revised,Media film tv,Female,2.1,15,49.2,83.2,97,99.6,9896
201819,Academic year,National,E92000001,England,Revised,Media film tv,Female,1.7,13.4,50.7,84.8,97.2,99.5,7828
201920,Academic year,National,E92000001,England,Final,Media film tv,Female,5.9,27.3,64.5,92.3,98.9,99.8,7813
202021,Academic year,National,E92000001,England,Final,Media film tv,Female,9.5,34.6,69.2,91.8,98.2,99.5,7552
202122,Academic year,National,E92000001,England,Revised,Media film tv,Female,7.6,27.5,66.9,90.1,97.6,99.3,7957
202223,Academic year,National,E92000001,England,Revised,Media film tv,Female,2.7,16.3,53.8,84.7,96.4,99.2,8194
199596,Academic year,National,E92000001,England,Final,Media film tv,Male,z,9,25,54,80,92,3027
199697,Academic year,National,E92000001,England,Final,Media film tv,Male,z,9,25,54,78,92,3927
199798,Academic year,National,E92000001,England,Final,Media film tv,Male,z,8,22,51,78,92,4479
199899,Academic year,National,E92000001,England,Final,Media film tv,Male,z,9,24,52,78,92,4656
199900,Academic year,National,E92000001,England,Final,Media film tv,Male,z,8,22,51,79,93,5008
200001,Academic year,National,E92000001,England,Final,Media film tv,Male,z,10,26,57,83,94,5683
200102,Academic year,National,E92000001,England,Final,Media film tv,Male,z,8,29,62,87,97,7033
200203,Academic year,National,E92000001,England,Final,Media film tv,Male,z,9,30,62,88,98,8110
200304,Academic year,National,E92000001,England,Final,Media film tv,Male,z,10,32,65,90,98,9066
200405,Academic year,National,E92000001,England,Final,Media film tv,Male,z,10,34,67,90,98,9223
200506,Academic year,National,E92000001,England,Final,Media film tv,Male,z,10,35,68,91,98,10007
200607,Academic year,National,E92000001,England,Final,Media film tv,Male,z,11,37,71,92,99,10172
200708,Academic year,National,E92000001,England,Final,Media film tv,Male,z,10,37,71,92,99,10760
200809,Academic year,National,E92000001,England,Final,Media film tv,Male,z,11,38,73,93,99,11019
200910,Academic year,National,E92000001,England,Final,Media film tv,Male,1,9,36,71,93,99,10683
201011,Academic year,National,E92000001,England,Final,Media film tv,Male,1,8,34,71,93,99,10546
201112,Academic year,National,E92000001,England,Final,Media film tv,Male,1,8,32,70,94,99,9811
201213,Academic year,National,E92000001,England,Final,Media film tv,Male,1,7,32,72,94,99,8804
201314,Academic year,National,E92000001,England,Final,Media film tv,Male,1,7,33,72,94,99,8384
201415,Academic year,National,E92000001,England,Final,Media film tv,Male,1,7,32,71,94,99,7956
201516,Academic year,National,E92000001,England,Final,Media film tv,Male,1,6,31,71,94,100,8003
201617,Academic year,National,E92000001,England,Final,Media film tv,Male,1,8,33,72,94,99,7536
201718,Academic year,National,E92000001,England,Revised,Media film tv,Male,1,7,30.5,70,93.2,99,7364
201819,Academic year,National,E92000001,England,Revised,Media film tv,Male,0.8,7.2,36,74.3,93.9,98.5,6110
201920,Academic year,National,E92000001,England,Final,Media film tv,Male,2.9,15,47,84.6,97.7,99.7,5880
202021,Academic year,National,E92000001,England,Final,Media film tv,Male,3.8,18.3,50.1,82.8,95.6,99.2,5490
202122,Academic year,National,E92000001,England,Revised,Media film tv,Male,2.9,14.8,48.5,79.9,94.5,98.5,5817
202223,Academic year,National,E92000001,England,Revised,Media film tv,Male,0.8,6.6,33.6,70.5,92.6,98.6,6056
199596,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,28,50,69,81,89,3435
199697,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,29,53,71,82,89,3473
199798,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,33,59,76,87,93,3457
199899,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,35,60,77,88,93,3499
199900,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,37,62,79,88,93,3660
200001,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,42,68,85,92,96,3409
200102,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,45,73,88,94,97,3860
200203,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,49,75,89,94,97,3999
200304,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,45,75,88,94,97,4279
200405,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,44,73,89,94,97,4534
200506,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,46,76,89,94,97,5084
200607,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,49,79,91,95,98,5119
200708,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,50,79,91,96,98,5530
200809,Academic year,National,E92000001,England,Final,Other modern languages,All students,z,49,80,91,96,98,6090
200910,Academic year,National,E92000001,England,Final,Other modern languages,All students,14,53,81,91,95,98,5912
201011,Academic year,National,E92000001,England,Final,Other modern languages,All students,14,55,82,93,97,99,6799
201112,Academic year,National,E92000001,England,Final,Other modern languages,All students,14,54,82,93,97,99,7099
201213,Academic year,National,E92000001,England,Final,Other modern languages,All students,14,51,81,92,96,99,7084
201314,Academic year,National,E92000001,England,Final,Other modern languages,All students,14,53,81,93,97,99,7066
201415,Academic year,National,E92000001,England,Final,Other modern languages,All students,15,54,82,93,97,99,7510
201516,Academic year,National,E92000001,England,Final,Other modern languages,All students,14,52,81,93,97,99,7436
201617,Academic year,National,E92000001,England,Final,Other modern languages,All students,14,51,82,93,97,99,7359
201718,Academic year,National,E92000001,England,Revised,Other modern languages,All students,13.9,52.1,81.4,93.4,97.3,98.7,7842
201819,Academic year,National,E92000001,England,Revised,Other modern languages,All students,17.7,52.1,78.7,90.2,95.4,97.6,6618
201920,Academic year,National,E92000001,England,Final,Other modern languages,All students,32.9,73.9,90.6,96.4,97.7,98.1,4385
202021,Academic year,National,E92000001,England,Final,Other modern languages,All students,51.8,82.6,94.1,97.7,98.4,98.6,4418
202122,Academic year,National,E92000001,England,Revised,Other modern languages,All students,39.2,71.5,88.1,93.9,96.4,97.7,4690
202223,Academic year,National,E92000001,England,Revised,Other modern languages,All students,23.1,60.3,83.4,92.1,95.8,97.6,5074
199596,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,28,52,72,85,92,1937
199697,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,29,54,72,84,91,2025
199798,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,35,61,78,89,94,1894
199899,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,38,63,80,90,95,1966
199900,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,40,67,83,92,96,2076
200001,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,46,70,86,93,96,1881
200102,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,47,75,90,95,97,2178
200203,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,52,78,90,95,97,2281
200304,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,48,77,90,96,97,2464
200405,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,46,76,90,94,97,2575
200506,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,50,78,89,94,97,2875
200607,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,52,80,92,96,98,2884
200708,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,52,80,91,96,99,3159
200809,Academic year,National,E92000001,England,Final,Other modern languages,Female,z,52,81,92,96,98,3453
200910,Academic year,National,E92000001,England,Final,Other modern languages,Female,14,56,82,92,96,98,3383
201011,Academic year,National,E92000001,England,Final,Other modern languages,Female,15,58,83,93,97,99,3886
201112,Academic year,National,E92000001,England,Final,Other modern languages,Female,15,57,84,94,97,99,4081
201213,Academic year,National,E92000001,England,Final,Other modern languages,Female,15,54,82,93,97,99,4114
201314,Academic year,National,E92000001,England,Final,Other modern languages,Female,16,56,82,93,97,99,4138
201415,Academic year,National,E92000001,England,Final,Other modern languages,Female,17,56,83,93,97,99,4415
201516,Academic year,National,E92000001,England,Final,Other modern languages,Female,15,55,83,94,98,99,4357
201617,Academic year,National,E92000001,England,Final,Other modern languages,Female,16,55,84,94,98,99,4302
201718,Academic year,National,E92000001,England,Revised,Other modern languages,Female,15.5,56.3,84,94.4,97.8,99.1,4537
201819,Academic year,National,E92000001,England,Revised,Other modern languages,Female,20.4,55.4,80.8,91.2,96,98,3888
201920,Academic year,National,E92000001,England,Final,Other modern languages,Female,35.5,76,90.8,96.1,97.5,98,2553
202021,Academic year,National,E92000001,England,Final,Other modern languages,Female,53.8,83.8,94.7,97.9,98.4,98.6,2621
202122,Academic year,National,E92000001,England,Revised,Other modern languages,Female,40.9,73.3,88.5,94.1,96.6,97.7,2737
202223,Academic year,National,E92000001,England,Revised,Other modern languages,Female,25.3,62.9,85.1,92.4,95.7,97.5,3033
199596,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,28,48,64,76,86,1498
199697,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,29,52,69,80,87,1448
199798,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,30,56,74,85,91,1563
199899,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,31,55,74,85,92,1533
199900,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,33,56,72,83,89,1584
200001,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,38,65,84,91,95,1528
200102,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,42,69,86,93,96,1682
200203,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,45,73,87,93,96,1718
200304,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,40,71,86,93,96,1815
200405,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,41,70,87,94,97,1959
200506,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,41,73,89,94,96,2209
200607,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,45,77,90,95,97,2235
200708,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,46,78,90,95,98,2371
200809,Academic year,National,E92000001,England,Final,Other modern languages,Male,z,46,79,91,95,98,2637
200910,Academic year,National,E92000001,England,Final,Other modern languages,Male,14,50,80,91,95,97,2529
201011,Academic year,National,E92000001,England,Final,Other modern languages,Male,13,51,80,92,97,99,2913
201112,Academic year,National,E92000001,England,Final,Other modern languages,Male,11,49,80,92,97,98,3018
201213,Academic year,National,E92000001,England,Final,Other modern languages,Male,12,46,79,92,96,98,2970
201314,Academic year,National,E92000001,England,Final,Other modern languages,Male,12,48,80,92,96,98,2928
201415,Academic year,National,E92000001,England,Final,Other modern languages,Male,14,50,80,92,97,99,3095
201516,Academic year,National,E92000001,England,Final,Other modern languages,Male,12,47,78,91,96,99,3079
201617,Academic year,National,E92000001,England,Final,Other modern languages,Male,12,46,79,93,97,99,3057
201718,Academic year,National,E92000001,England,Revised,Other modern languages,Male,11.7,46.4,77.9,92,96.7,98.3,3305
201819,Academic year,National,E92000001,England,Revised,Other modern languages,Male,13.9,47.5,75.6,88.8,94.5,96.9,2729
201920,Academic year,National,E92000001,England,Final,Other modern languages,Male,29.4,70.9,90.2,96.9,98,98.1,1832
202021,Academic year,National,E92000001,England,Final,Other modern languages,Male,49,80.8,93.3,97.3,98.3,98.6,1795
202122,Academic year,National,E92000001,England,Revised,Other modern languages,Male,36.8,69,87.7,93.6,96.2,97.7,1952
202223,Academic year,National,E92000001,England,Revised,Other modern languages,Male,19.8,56.3,80.9,91.7,96,97.9,2041
199596,Academic year,National,E92000001,England,Final,Other sciences,All students,z,10,25,45,66,83,4194
199697,Academic year,National,E92000001,England,Final,Other sciences,All students,z,11,26,45,68,85,4301
199798,Academic year,National,E92000001,England,Final,Other sciences,All students,z,12,27,48,71,88,4325
199899,Academic year,National,E92000001,England,Final,Other sciences,All students,z,13,28,50,72,87,4124
199900,Academic year,National,E92000001,England,Final,Other sciences,All students,z,14,29,50,72,88,3834
200001,Academic year,National,E92000001,England,Final,Other sciences,All students,z,16,31,52,73,89,3587
200102,Academic year,National,E92000001,England,Final,Other sciences,All students,z,20,40,61,81,94,3740
200203,Academic year,National,E92000001,England,Final,Other sciences,All students,z,20,39,61,80,95,4029
200304,Academic year,National,E92000001,England,Final,Other sciences,All students,z,22,42,64,83,96,3773
200405,Academic year,National,E92000001,England,Final,Other sciences,All students,z,21,42,63,83,96,3779
200506,Academic year,National,E92000001,England,Final,Other sciences,All students,z,23,44,65,83,97,3599
200607,Academic year,National,E92000001,England,Final,Other sciences,All students,z,24,45,68,85,97,3920
200708,Academic year,National,E92000001,England,Final,Other sciences,All students,z,24,46,67,85,97,3986
200809,Academic year,National,E92000001,England,Final,Other sciences,All students,z,25,48,70,87,97,3905
200910,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,48,71,88,97,4283
201011,Academic year,National,E92000001,England,Final,Other sciences,All students,8,26,48,70,87,97,4222
201112,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,48,71,89,98,4269
201213,Academic year,National,E92000001,England,Final,Other sciences,All students,7,24,50,73,89,98,4181
201314,Academic year,National,E92000001,England,Final,Other sciences,All students,8,25,50,71,88,98,4121
201415,Academic year,National,E92000001,England,Final,Other sciences,All students,6,25,49,74,90,98,3957
201516,Academic year,National,E92000001,England,Final,Other sciences,All students,7,26,51,74,90,99,3562
